id,comment_text,user_id,photo_id,created_at
1032,"I love it!",71,43,2016-12-11 13:34:06
1033,"I love it!",50,48,2016-08-03 08:33:52
1034,"This made my day!",71,149,2018-03-28 08:52:57
1035,"Iconic!",76,25,2017-03-10 15:19:59
1036,"Incredible!",97,71,2017-04-19 11:15:44
1037,"Great photo!",53,162,2016-07-06 00:07:58
1038,"Fire!",26,9,2017-07-19 06:38:24
1039,"Goals!",1,190,2017-05-04 21:25:13
1040,"So beautiful!",49,225,2017-05-06 00:42:41
1041,"So aesthetic!",89,24,2017-08-18 14:11:49
1042,"So beautiful!",35,48,2016-06-14 23:34:03
1043,"I love it!",51,190,2016-08-28 03:17:15
1044,"I love it!",91,116,2016-06-02 16:16:31
1045,"Great photo!",70,166,2017-07-14 22:21:33
1046,"Masterpiece!",76,138,2017-09-24 01:31:39
1047,"Brilliant!",67,8,2017-12-28 07:05:12
1048,"Mood!",56,215,2016-12-25 10:42:41
1049,"Absolutely stunning!",71,73,2017-11-30 20:39:39
1050,"This is so cool!",73,208,2017-07-03 22:05:51
1051,"Loving the vibe!",59,8,2017-01-26 19:39:30
1052,"Iconic!",56,61,2017-11-24 23:19:56
1053,"Brilliant!",63,38,2016-07-02 13:30:27
1054,"This is so cool!",76,220,2017-06-07 16:30:45
1055,"Absolutely stunning!",10,233,2016-06-24 21:39:08
1056,"Amazing shot!",31,65,2016-08-29 04:49:53
1057,"Fire!",56,184,2018-03-09 19:00:16
1058,"Absolutely stunning!",74,96,2016-06-16 11:01:18
1059,"Obsessed with this!",71,3,2017-06-13 05:04:05
1060,"Brilliant!",10,237,2017-05-10 18:35:11
1061,"Iconic!",16,236,2017-09-11 10:35:14
1062,"Wow, stunning!",91,47,2017-10-13 10:48:21
1063,"So beautiful!",50,95,2016-09-07 19:43:36
1064,"Goals!",87,75,2016-09-03 22:09:24
1065,"Wow, stunning!",92,207,2017-08-21 09:41:40
1066,"Wow, stunning!",23,84,2018-02-08 17:23:10
1067,"Fire!",43,39,2016-07-25 09:37:26
1068,"Goals!",93,188,2016-10-14 03:49:53
1069,"I love it!",71,178,2017-06-17 17:41:54
1070,"So aesthetic!",6,164,2017-10-31 04:36:09
1071,"Wow, stunning!",1,73,2017-06-11 18:05:35
1072,"Love this!",1,10,2016-08-04 23:00:53
1073,"This made my day!",52,113,2017-07-25 10:00:59
1074,"This is so cool!",7,236,2017-01-03 04:57:07
1075,"This is so cool!",36,241,2017-10-29 05:55:58
1076,"Goals!",79,168,2016-06-06 02:07:36
1077,"Loving the vibe!",12,249,2018-03-30 18:48:46
1078,"Goals!",24,83,2017-09-07 08:45:05
1079,"So aesthetic!",12,70,2016-08-14 14:10:50
1080,"Amazing shot!",70,192,2017-10-07 02:23:59
1081,"Mood!",8,180,2018-03-19 02:08:53
1082,"Obsessed with this!",12,60,2017-06-16 00:02:14
1083,"Fire!",79,92,2016-09-20 23:55:06
1084,"This is so cool!",12,162,2017-08-12 02:56:39
1085,"Brilliant!",96,23,2017-01-19 16:02:28
1086,"Incredible!",7,70,2016-07-15 01:11:42
1087,"So aesthetic!",60,37,2018-01-29 11:25:44
1088,"Amazing shot!",88,8,2017-10-09 09:20:10
1089,"Loving the vibe!",90,45,2018-01-09 11:22:08
1090,"I love it!",92,168,2017-01-19 23:30:54
1091,"So aesthetic!",73,240,2018-01-29 20:13:08
1092,"So aesthetic!",74,110,2017-05-19 04:47:16
1093,"Goals!",77,132,2017-09-27 04:12:27
1094,"Masterpiece!",53,46,2017-11-10 05:08:34
1095,"I love it!",61,104,2017-12-04 03:00:32
1096,"Love this!",99,37,2017-02-20 12:05:53
1097,"Brilliant!",6,79,2017-12-27 22:14:15
1098,"This is so cool!",52,114,2016-08-10 17:02:57
1099,"Brilliant!",38,110,2017-08-23 09:19:18
1100,"This made my day!",68,124,2016-11-03 15:18:58
1101,"Absolutely stunning!",68,31,2017-03-07 19:52:02
1102,"So aesthetic!",56,20,2017-09-02 07:03:16
1103,"Goals!",76,113,2017-04-03 19:43:53
1104,"Mood!",65,100,2017-04-07 06:26:23
1105,"I love it!",30,196,2017-07-21 05:01:14
1106,"This made my day!",70,25,2017-05-09 01:55:56
1107,"Goals!",58,228,2016-07-22 14:19:33
1108,"Masterpiece!",47,230,2017-05-10 12:49:54
1109,"This is so cool!",47,204,2016-12-28 20:33:19
1110,"Masterpiece!",24,5,2016-07-05 19:41:29
1111,"Great photo!",43,167,2016-07-14 17:57:48
1112,"Amazing shot!",81,159,2018-04-14 21:50:54
1113,"Great photo!",14,120,2016-08-25 03:38:42
1114,"Great photo!",60,199,2018-02-06 00:41:43
1115,"Fire!",43,152,2018-04-30 14:09:55
1116,"This is so cool!",7,91,2018-03-12 00:51:58
1117,"Perfect lighting!",52,190,2017-04-19 09:45:33
1118,"This is so cool!",90,43,2016-06-01 03:00:38
1119,"This is so cool!",86,70,2017-08-23 11:25:23
1120,"Love this!",73,183,2016-06-11 05:44:57
1121,"So beautiful!",54,26,2017-04-24 04:02:28
1122,"This is so cool!",44,110,2017-05-22 23:50:09
1123,"Fire!",88,133,2018-03-11 22:29:14
1124,"Fire!",44,17,2017-03-17 01:35:44
1125,"Fire!",64,52,2016-12-13 04:42:06
1126,"Brilliant!",60,26,2018-01-26 13:19:52
1127,"So beautiful!",4,119,2016-07-20 00:21:14
1128,"Masterpiece!",51,148,2017-01-08 11:04:14
1129,"Incredible!",99,7,2018-01-14 04:18:54
1130,"Brilliant!",1,143,2016-10-08 01:08:39
1131,"So beautiful!",6,146,2016-08-13 19:45:40
1132,"Perfect lighting!",39,49,2018-04-01 12:15:46
1133,"Mood!",79,90,2017-06-03 12:36:05
1134,"Brilliant!",98,125,2018-01-02 12:23:45
1135,"Absolutely stunning!",6,186,2016-08-12 01:12:39
1136,"Iconic!",8,209,2018-01-05 21:01:48
1137,"Absolutely stunning!",2,10,2018-01-06 15:36:00
1138,"So beautiful!",71,31,2017-12-12 14:05:06
1139,"Iconic!",92,225,2017-02-25 01:36:18
1140,"Iconic!",100,124,2017-10-26 09:43:23
1141,"Incredible!",89,65,2018-04-10 07:03:27
1142,"I love it!",73,148,2018-01-16 13:39:07
1143,"Amazing shot!",29,11,2017-07-08 17:52:07
1144,"This is so cool!",59,194,2017-05-09 11:56:43
1145,"This is so cool!",2,112,2018-03-11 12:40:05
1146,"Iconic!",2,38,2017-01-04 13:48:59
1147,"Absolutely stunning!",33,67,2016-12-06 10:24:29
1148,"Mood!",14,236,2017-02-16 06:41:27
1149,"This is so cool!",75,32,2018-04-09 20:51:02
1150,"Perfect lighting!",90,77,2017-01-13 11:12:12
1151,"So beautiful!",43,49,2016-06-16 01:09:47
1152,"So aesthetic!",74,21,2018-04-25 01:41:21
1153,"Amazing shot!",46,126,2018-03-15 19:41:51
1154,"Perfect lighting!",53,130,2016-06-15 05:30:53
1155,"Absolutely stunning!",15,46,2017-07-08 16:10:05
1156,"Masterpiece!",29,70,2016-06-07 10:15:08
1157,"Fire!",87,172,2017-05-09 20:28:57
1158,"This made my day!",70,231,2018-01-01 06:46:28
1159,"Obsessed with this!",12,88,2018-01-29 15:25:08
1160,"Absolutely stunning!",40,86,2016-07-18 08:24:30
1161,"This is so cool!",31,215,2016-06-09 05:09:02
1162,"Brilliant!",59,190,2017-11-16 06:47:29
1163,"Fire!",10,131,2017-09-18 00:53:52
1164,"Amazing shot!",89,65,2017-08-30 04:10:12
1165,"This is so cool!",12,177,2017-01-18 20:03:05
1166,"Incredible!",1,93,2017-08-16 06:07:32
1167,"So beautiful!",13,88,2017-05-28 19:05:38
1168,"Amazing shot!",16,251,2017-06-10 20:35:26
1169,"Great photo!",13,223,2016-09-23 18:19:06
1170,"Mood!",56,109,2017-06-16 12:05:57
1171,"Obsessed with this!",71,42,2017-04-17 20:42:56
1172,"Iconic!",96,238,2016-11-19 03:25:46
1173,"Love this!",49,23,2017-05-14 08:36:16
1174,"So beautiful!",62,111,2017-12-13 13:40:09
1175,"Loving the vibe!",78,80,2018-01-17 17:27:41
1176,"This made my day!",23,142,2017-04-15 01:56:41
1177,"Loving the vibe!",85,50,2016-10-20 06:07:16
1178,"This is so cool!",93,245,2016-06-02 01:57:54
1179,"Masterpiece!",23,110,2017-03-29 19:32:20
1180,"Wow, stunning!",17,118,2018-04-10 05:39:40
1181,"So beautiful!",8,130,2017-03-12 10:08:55
1182,"Incredible!",63,143,2016-10-13 19:06:39
1183,"So beautiful!",96,57,2017-08-06 13:06:13
1184,"Amazing shot!",74,101,2018-04-21 04:36:24
1185,"Wow, stunning!",95,7,2016-07-07 23:05:05
1186,"Goals!",27,26,2016-10-31 07:58:27
1187,"Fire!",17,67,2017-10-23 13:04:37
1188,"Perfect lighting!",17,53,2017-06-17 07:03:43
1189,"Loving the vibe!",6,67,2016-09-04 15:12:58
1190,"So aesthetic!",43,25,2017-02-15 14:24:47
1191,"Love this!",26,2,2017-05-19 21:39:30
1192,"Fire!",30,226,2017-09-14 12:57:23
1193,"Masterpiece!",51,50,2017-12-03 08:09:52
1194,"Amazing shot!",17,37,2018-03-30 05:53:40
1195,"So aesthetic!",77,46,2018-05-01 02:41:42
1196,"Absolutely stunning!",61,153,2018-02-13 01:29:17
1197,"Great photo!",21,112,2016-06-30 09:35:59
1198,"So beautiful!",32,142,2018-02-25 14:05:37
1199,"Wow, stunning!",51,84,2018-01-03 02:57:17
1200,"So aesthetic!",26,61,2017-10-12 00:30:33
1201,"Brilliant!",65,29,2017-07-21 20:17:10
1202,"Absolutely stunning!",48,214,2017-09-15 01:28:38
1203,"Absolutely stunning!",50,120,2016-11-04 03:03:44
1204,"Brilliant!",74,202,2017-06-06 02:12:02
1205,"Goals!",39,147,2017-04-04 23:53:06
1206,"So aesthetic!",5,226,2017-07-06 07:08:55
1207,"Masterpiece!",88,157,2016-12-11 08:10:54
1208,"Brilliant!",73,214,2016-06-09 11:00:23
1209,"This is so cool!",78,193,2017-09-08 06:54:33
1210,"Absolutely stunning!",17,87,2016-10-16 15:47:44
1211,"I love it!",16,46,2016-10-29 09:18:38
1212,"This made my day!",53,71,2018-04-02 20:11:59
1213,"Goals!",90,165,2018-04-21 05:30:31
1214,"Mood!",13,21,2017-10-18 21:37:52
1215,"Masterpiece!",88,51,2017-07-23 05:22:15
1216,"I love it!",82,123,2016-08-26 23:57:27
1217,"Goals!",77,195,2017-01-12 07:19:07
1218,"Wow, stunning!",44,123,2017-03-16 16:46:55
1219,"Love this!",24,188,2017-06-09 19:21:21
1220,"Perfect lighting!",31,116,2017-02-22 07:21:56
1221,"So beautiful!",5,124,2016-08-20 13:19:11
1222,"Absolutely stunning!",86,256,2016-06-29 13:36:42
1223,"Brilliant!",93,137,2017-09-22 14:12:51
1224,"Iconic!",89,138,2017-05-05 16:30:45
1225,"This made my day!",52,138,2016-12-22 13:07:30
1226,"Brilliant!",31,224,2017-12-30 17:11:30
1227,"Absolutely stunning!",35,202,2018-01-30 18:18:21
1228,"So aesthetic!",49,33,2016-12-31 10:12:26
1229,"This is so cool!",17,41,2017-05-18 10:23:47
1230,"Mood!",48,12,2016-06-09 20:51:03
1231,"Loving the vibe!",43,157,2016-08-29 12:26:26
1232,"Masterpiece!",24,205,2016-10-25 11:45:48
1233,"Absolutely stunning!",48,196,2017-04-06 16:15:47
1234,"Perfect lighting!",24,58,2016-06-14 16:30:01
1235,"Perfect lighting!",36,70,2017-06-12 21:25:36
1236,"This is so cool!",16,137,2017-06-30 04:27:41
1237,"Goals!",37,27,2018-03-29 19:49:23
1238,"Perfect lighting!",75,101,2016-11-09 15:07:34
1239,"This made my day!",15,155,2017-04-13 07:46:22
1240,"Fire!",92,29,2018-01-02 15:01:26
1241,"Perfect lighting!",29,235,2016-09-15 00:39:28
1242,"Iconic!",4,63,2017-11-26 12:58:16
1243,"Great photo!",22,73,2016-08-21 13:24:41
1244,"So beautiful!",94,229,2017-12-23 10:13:31
1245,"Brilliant!",21,108,2018-04-05 10:10:16
1246,"So aesthetic!",95,91,2017-10-31 16:46:18
1247,"Iconic!",34,137,2016-07-20 04:05:36
1248,"This is so cool!",64,100,2018-03-26 00:55:18
1249,"This made my day!",89,211,2016-10-30 08:06:11
1250,"Fire!",57,237,2016-10-14 21:01:08
1251,"This made my day!",56,205,2017-07-22 06:51:20
1252,"Amazing shot!",25,240,2016-09-23 10:08:44
1253,"Brilliant!",8,24,2016-11-04 15:59:43
1254,"Amazing shot!",69,33,2017-06-12 11:51:01
1255,"Love this!",84,24,2016-06-26 05:32:00
1256,"Wow, stunning!",62,92,2016-08-07 11:15:25
1257,"Fire!",24,164,2018-04-10 07:05:41
1258,"Amazing shot!",16,218,2018-02-09 10:57:48
1259,"Incredible!",30,64,2017-07-13 19:15:48
1260,"Iconic!",81,45,2016-11-16 01:16:38
1261,"Incredible!",26,63,2017-06-23 22:39:43
1262,"Wow, stunning!",45,180,2017-11-13 14:13:38
1263,"Masterpiece!",23,14,2018-03-23 06:47:23
1264,"Perfect lighting!",74,249,2017-05-19 04:39:13
1265,"Masterpiece!",93,192,2017-05-27 07:45:45
1266,"This is so cool!",31,76,2016-11-02 23:17:57
1267,"Perfect lighting!",89,227,2018-02-21 06:55:17
1268,"Amazing shot!",67,90,2017-03-22 13:14:16
1269,"Brilliant!",61,114,2017-01-17 04:42:14
1270,"So aesthetic!",30,217,2016-08-29 18:28:09
1271,"Iconic!",45,18,2017-07-12 03:20:11
1272,"Love this!",7,236,2017-11-06 06:49:27
1273,"Great photo!",50,255,2017-10-31 05:46:01
1274,"Love this!",26,196,2016-09-10 00:30:55
1275,"Wow, stunning!",63,64,2017-07-11 03:37:57
1276,"Mood!",46,114,2018-04-26 20:23:49
1277,"So beautiful!",81,94,2017-10-18 22:56:50
1278,"Mood!",56,135,2017-02-20 14:39:21
1279,"This made my day!",62,103,2017-08-28 09:33:46
1280,"Incredible!",17,75,2017-01-08 05:33:43
1281,"Great photo!",21,9,2018-02-13 10:37:57
1282,"Brilliant!",33,79,2017-12-26 20:36:36
1283,"This is so cool!",20,95,2017-05-29 14:44:47
1284,"This is so cool!",8,194,2018-02-23 12:17:21
1285,"Absolutely stunning!",48,26,2017-02-04 23:08:07
1286,"Perfect lighting!",93,246,2016-08-08 23:35:02
1287,"Goals!",15,29,2017-07-12 17:54:18
1288,"Perfect lighting!",36,54,2016-06-07 17:40:44
1289,"Perfect lighting!",86,162,2017-12-25 11:06:02
1290,"Mood!",99,63,2017-04-28 05:24:23
1291,"Perfect lighting!",2,37,2017-06-30 06:21:14
1292,"Loving the vibe!",52,30,2017-03-21 14:32:16
1293,"Brilliant!",30,243,2017-07-01 02:18:11
1294,"Iconic!",94,142,2016-07-17 13:09:46
1295,"This is so cool!",33,38,2018-03-04 02:27:00
1296,"So aesthetic!",48,45,2017-03-02 02:37:19
1297,"This made my day!",10,176,2017-08-13 09:53:21
1298,"Obsessed with this!",3,47,2017-06-20 21:34:10
1299,"Fire!",76,165,2017-12-13 18:04:57
1300,"Love this!",46,95,2017-10-02 00:01:09
1301,"Goals!",18,10,2016-11-20 15:49:23
1302,"So beautiful!",21,8,2018-02-28 23:44:22
1303,"Wow, stunning!",64,50,2018-04-09 03:16:10
1304,"So beautiful!",20,158,2016-12-24 20:48:37
1305,"Masterpiece!",32,221,2017-07-19 16:50:54
1306,"Absolutely stunning!",69,233,2016-07-08 20:37:18
1307,"Incredible!",67,243,2016-08-15 06:00:23
1308,"Perfect lighting!",63,248,2016-08-21 21:54:57
1309,"Wow, stunning!",99,95,2017-08-23 23:44:23
1310,"Fire!",50,15,2017-05-14 20:59:59
1311,"Mood!",68,244,2017-08-05 12:49:51
1312,"Obsessed with this!",31,107,2017-04-13 07:23:29
1313,"Absolutely stunning!",15,47,2017-05-03 11:14:30
1314,"Loving the vibe!",25,16,2018-04-20 21:03:08
1315,"This is so cool!",82,172,2017-01-25 04:32:23
1316,"Great photo!",6,82,2018-01-22 02:31:17
1317,"Brilliant!",46,13,2017-10-11 13:46:03
1318,"Obsessed with this!",35,145,2018-03-18 16:36:21
1319,"Amazing shot!",37,246,2016-07-22 00:02:36
1320,"Mood!",18,216,2017-09-19 14:24:17
1321,"Mood!",40,159,2018-04-13 15:50:50
1322,"I love it!",64,206,2018-01-08 16:18:17
1323,"I love it!",76,231,2016-08-31 15:17:02
1324,"Brilliant!",26,198,2017-08-11 01:13:46
1325,"Love this!",33,170,2016-06-24 14:48:27
1326,"This made my day!",32,181,2017-01-12 17:07:17
1327,"Obsessed with this!",26,20,2017-07-01 09:55:03
1328,"Masterpiece!",73,219,2016-12-08 16:54:30
1329,"Great photo!",57,41,2018-03-13 20:35:12
1330,"Wow, stunning!",84,184,2018-01-04 13:50:27
1331,"Incredible!",29,165,2016-07-21 13:30:22
1332,"Amazing shot!",76,239,2016-12-01 13:23:55
1333,"This is so cool!",45,57,2017-11-24 05:51:55
1334,"Incredible!",60,212,2017-08-11 10:54:43
1335,"This made my day!",31,41,2018-02-19 10:33:28
1336,"Masterpiece!",68,172,2017-07-08 12:41:42
1337,"So aesthetic!",37,212,2017-02-09 10:52:09
1338,"I love it!",43,135,2017-01-13 11:11:30
1339,"So beautiful!",91,132,2017-04-09 22:16:54
1340,"Obsessed with this!",16,203,2018-02-08 21:26:52
1341,"Goals!",32,125,2017-03-10 21:03:21
1342,"Perfect lighting!",58,146,2018-01-10 09:49:02
1343,"Amazing shot!",53,136,2017-11-21 23:56:04
1344,"Wow, stunning!",90,88,2017-01-16 01:44:17
1345,"Loving the vibe!",76,169,2017-08-05 04:40:17
1346,"Incredible!",78,245,2018-01-11 19:24:44
1347,"Great photo!",99,139,2017-02-11 05:44:29
1348,"Obsessed with this!",14,5,2017-08-31 04:41:59
1349,"Great photo!",8,89,2017-10-04 01:34:42
1350,"I love it!",62,168,2017-11-14 12:39:39
1351,"So aesthetic!",25,147,2017-06-15 12:15:29
1352,"Wow, stunning!",61,68,2016-07-09 08:53:58
1353,"I love it!",2,22,2017-03-12 20:37:56
1354,"Absolutely stunning!",56,156,2016-08-05 05:24:08
1355,"Obsessed with this!",93,115,2016-07-26 00:59:49
1356,"Great photo!",95,183,2016-10-18 04:10:46
1357,"This made my day!",27,237,2017-07-08 12:58:12
1358,"Incredible!",68,201,2017-05-05 21:12:09
1359,"Amazing shot!",44,242,2017-12-21 15:39:52
1360,"So beautiful!",74,112,2017-02-23 13:07:30
1361,"Incredible!",71,153,2017-02-21 11:54:54
1362,"Perfect lighting!",51,199,2016-08-26 02:38:19
1363,"Love this!",29,190,2016-12-27 10:47:59
1364,"So aesthetic!",24,98,2016-11-09 04:56:30
1365,"Incredible!",5,128,2017-04-14 16:39:27
1366,"Goals!",38,94,2017-07-22 07:34:11
1367,"Amazing shot!",84,56,2017-04-05 08:26:47
1368,"Obsessed with this!",85,231,2017-07-31 18:21:57
1369,"Mood!",95,203,2016-06-29 01:11:22
1370,"Wow, stunning!",71,161,2018-01-04 10:12:56
1371,"Wow, stunning!",49,26,2018-04-01 03:15:53
1372,"Fire!",85,250,2017-03-20 02:20:42
1373,"Incredible!",60,135,2016-07-09 10:59:56
1374,"Love this!",27,164,2016-11-06 08:18:54
1375,"Love this!",69,188,2016-11-15 05:53:51
